Timestamp,Agent Name,Departure city,Destination(s),Outbound date,Return date,I will be travelling by:,Anything else you want to share about your trip?
2/13/2017 19:51:18,Guilty1,Vancouver,Winnipeg,2/2/2017,3/3/2017,Plane,"Work related, staying near airport."
2/20/2017 11:58:34,harborbomber,denver,New york City,2/23/2017,3/3/2017,Plane,"Harborbomber is going to NYC, if we need keys brought back to denver CO hit me up - Troiken"
2/17/2017 18:22:03,cosmepage,Veracruz,Merida Yucatan,2/24/2017,3/3/2017,"Car, and willing to make stops along the way, Plane","Ya me puse en contacto con otros agentes , pienso ayudar en lo que pueda en Op y respecto a los shards"
2/13/2017 11:53:56,PrincessPhD,"St. Louis, MO","Alexandria, VA; Washington D.C.",2/25/2017,3/3/2017,"Car, and willing to make stops along the way","This is a work trip so mileage/ stopping will be somewhat limited, although detours are possible. Expected arrival in DMV (DC metro area) on Feb 25 and can uber/ metro at will. Expected departure from DMV on March 2 or March 3."
2/20/2017 0:11:51,TAMRanger,Mackay,Brisbane,2/26/2017,3/3/2017,Plane,
2/4/2017 23:08:02,CanadianBurger,Toronto,Dayton to Cincinnati,2/27/2017,3/3/2017,Plane,
2/19/2017 21:50:10,Lawgeek07,Minneapolis,"ORD, Valparaiso, IN; Milwaukee, WI, Minot, ND",2/28/2017,3/3/2017,"Car, and willing to make stops along the way, Plane","Driving from ORD to Valpo then MKE, flying to Minot and then back to MSP"
2/27/2017 10:25:25,petroholic,Tracy CA. USA,Meadow Creek BC Canada,3/4/2017,3/3/2017,"Car, and willing to make stops along the way",
2/10/2017 19:58:58,Zedx,Perth,Bali Kuta,2/15/2017,3/4/2017,Plane,The last week will be spent on Gilli Trawangan
2/15/2017 8:20:33,pomeranze,Frankfurt (FRA),"Abu Dhabi (AUH), Johannesburg (JNB), Capetown (CPT), Garden Route (rental car), Port Elizabeth (PLZ) and return via JNB/AUH",2/22/2017,3/4/2017,"Car, and willing to make stops along the way, Plane","Multihop flight, FRA-AUH-JNB-CPT, rented car from CPT to PLZ and then return via PLZ-JNB-AUH-FRA. Long distance flights FRA-AUH-JNB and return are on standby via Etihad Airways, so not guaranteed on a specific flight!"
2/11/2017 12:52:45,PintsizedSarah,"Shrewsbury, UK","Tignes, France (via Dover/Calais ferry)",2/24/2017,3/4/2017,"Car, and willing to make stops along the way",Leaving late at night on both legs of the trip
2/11/2017 19:17:53,P3rf3ctDark,Edinburgh,"Tignes, France",2/25/2017,3/4/2017,Plane,
2/1/2017 13:57:05,JenTil,Boulder,San Diego,2/26/2017,3/4/2017,Plane,Dates of travel are tentative.   Will have rental car and flexibility to possibly get a bit north of San Diego if needed.
2/20/2017 20:21:13,Deaf1,Washington,Colorado Denver/boulder,2/26/2017,3/4/2017,"Plane, Rental car in colo",
2/9/2017 6:12:28,TroutWA,Perth,Sandstone,2/27/2017,3/4/2017,"Car, and willing to make stops along the way","Work trip, not available from  00:00 to 18:00 while there due to work or sleep requirements. Travelling with co-workers so stops may be limited. Plan ahead what I can do anmd I should be able to work it in"
2/17/2017 8:20:43,MunkehB,Glasgow,Rome,3/2/2017,3/4/2017,Plane,For work so will be holed up in the marriot.
2/22/2017 1:39:29,QueenGee,San Diego,Ensenada,3/2/2017,3/4/2017,"Car, no stops but can meet up at my destination, Cruise",Cruise out of Long Beach terminal. Ensenada on 04 Mar.
2/9/2017 9:19:12,caiOHawk,Toronto,Recife,2/10/2017,3/5/2017,Plane,"Shards are coming, Northeast of Brazil needs good keys to move shards"
2/13/2017 10:11:29,TechnoCruiser,"Galveston, TX","Key West, FL/ Freeport, Bahamas / Nassau, Bahamas",2/26/2017,3/5/2017,Cruise Ship.,"Won't have transportation, but can meet with local agents to exchange keys.  Can farm keys if they are close to my location."
2/11/2017 8:11:53,Tomogram,"Portland, Oregon","New Orleans, La",2/27/2017,3/5/2017,Plane,
1/31/2017 7:47:25,AbacusFury,"Emmaus, PA","Lexington, KY",3/1/2017,3/5/2017,"Car, no stops but can meet up at my destination, Plane","There for a conference, so it'll be difficult to get out during the day, but someone could meet me at the center."
1/30/2017 23:06:36,wiredforsound,"Portland, OR","Seattle, Wa",3/2/2017,3/5/2017,"Car, and willing to make stops along the way",ECCC 2017
2/3/2017 12:58:05,OBIEWANKENOBE,PHL,Palm Springs,3/2/2017,3/5/2017,Plane,
2/20/2017 21:22:39,BlancaPaloma,Cornelius,Las Vegas Nevada,3/2/2017,3/5/2017,Plane,
3/1/2017 12:19:27,Tracerxmann,Phoenix,Denver,3/2/2017,3/5/2017,Plane,"We are renting a car. I don't really know how much time we will have to play the game, but there will be some time for sure! :)"
1/30/2017 20:51:51,Hasteur,Richardson,Austin area,3/3/2017,3/5/2017,"Car, and willing to make stops along the way, Car, no stops but can meet up at my destination",
2/10/2017 16:26:01,MisterBimble,Denver,Steamboat Springs,3/3/2017,3/5/2017,"Car, and willing to make stops along the way",
2/11/2017 20:41:16,EggToss,Chicago,"Fort Lauderdale, FL",3/3/2017,3/5/2017,Plane,
2/13/2017 23:10:22,WinterRose562,"San Diego, CA","Boston, MA",3/3/2017,3/5/2017,Plane,Will be in Vegas prior to this on Feb 17-19
2/15/2017 13:58:31,Reanef,Fort Collins,"Belle Fourche, SD",3/3/2017,3/5/2017,"Car, and willing to make stops along the way, Car, no stops but can meet up at my destination",Jen/dick/troiken/t2co will vouch. Can only make stops on the way back
3/2/2017 0:06:11,lylonius,san diego,pasadena,3/3/2017,3/5/2017,"Car, and willing to make stops along the way, Car, no stops but can meet up at my destination",not too flexible on schedule but will assist where I can
2/3/2017 7:23:34,NKRHINO,Baltimore,"Stuttgart, wiesbaden, mons, brussels",2/23/2017,3/6/2017,"Car, and willing to make stops along the way, Plane",
2/2/2017 16:11:06,GryphKat,"Roanoke, Virginia","Columbus, Ohio",2/27/2017,3/6/2017,"Car, and willing to make stops along the way, Plane, Bus","I will then go by bus to East Lansing, Michigan on 3/3, and return to Roanoke, Virginia by plane on 3/6."
2/26/2017 23:49:11,dinabugg,"Portland, OR","Seattle, WA",3/1/2017,3/6/2017,"Car, and willing to make stops along the way","We'll be in Seattle, working a booth at Emerald City ComiCon, so busy during the day."
1/31/2017 5:20:08,coffeychilx,"Philadelphia, train to Newark",Edinburgh,3/2/2017,3/6/2017,Plane,Will only be free for key swaps on Sunday March 5th in the afternoon.
1/31/2017 15:33:28,70RRL3,Daly City / SJ,Tahoe,3/2/2017,3/6/2017,"Car, and willing to make stops along the way","Additional trip to YYZ, but in April, probably too late"
2/16/2017 18:32:11,Belovedy,Bennett Springs (Perth),Augusta,3/3/2017,3/6/2017,"Car, no stops but can meet up at my destination","I will be with family, but they like lying around and reading, so just ask and we'll see what I can get away with.

We'll be heading down on Friday after school finishes. Can probably stop if it's urgent/have enough warning. ;) "
1/30/2017 23:17:47,iRefugee,Escondido,Boston,3/4/2017,3/6/2017,Plane,
2/9/2017 18:30:04,Sinwillett,Brisbane,Cairns,3/2/2017,3/7/2017,Plane,
2/24/2017 14:44:45,PrincessPuppy,Augusta Regional Airport,Buffalo New York,3/2/2017,3/7/2017,Plane,I will be flying up there to visit relatives I will also be around Allegheny State Forest near the PA line and also Niagara Falls near the Canadian Line during my stay. If you need to contact me please use my Telegram as its the easiest way to reach me.
2/17/2017 17:57:32,Tonalite,San Diego,Baja,3/3/2017,3/7/2017,"Car, no stops but can meet up at my destination, Will be traveling with nonplayers.",Connectivity will be limited
2/4/2017 10:18:36,H0kuma,Clarkston,Dallas/Ft.Worth,3/4/2017,3/7/2017,Plane,Not at this moment
3/6/2017 4:39:08,thedragonsowner,York,Central/South NJ,3/6/2017,3/7/2017,"Car, and willing to make stops along the way","I just had a block of time open up and I'm heading out for missions/uniques, and to visit friends in the Tom's River/Barnegat area of NJ. Happy to shuffle things along the way, but sorry to notify last minute."
2/13/2017 20:42:43,Nightshade13,Adelaide,Perth,3/7/2017,3/7/2017,Plane,"Business trip, as yet unsure on exact dates but will be at BHP office (125 St George's Terrace) in Perth during the day 7/3. Expect flight from ADL 6/3 possibly returning early 8/3"
1/30/2017 23:24:08,Brome0sDad,Vancouver Canada,"Denver CO, New Orleans LA",2/17/2017,3/8/2017,Plane,Short layovers.
2/4/2017 23:09:05,CanadianBurger,Toronto,Dayton to Cincinnati,3/6/2017,3/9/2017,Plane,
2/11/2017 15:23:50,Brome0sDad,Vancouver,"Denver, New Orleans, San Francisco",2/17/2017,3/8/2017,Plane,Brief layover in Denver and SFO
1/30/2017 22:54:15,Rangerpdx,PORTLAND,"Maui, Hawaii",2/26/2017,3/8/2017,Plane,Rangersman will be with me and we are at NW corner upper upper corner.
1/26/2017 18:47:09,VtNmRana,"Las Cruces, NM","Burlington, VT",3/1/2017,3/8/2017,Plane,Layovers at DFW and DCA going out and Charlotte and DFW on the return.
2/1/2017 7:07:32,VtNmRana,"Las Cruces, NM","Burlington, VT",3/1/2017,3/8/2017,Plane,"3/1 Layovers: DFW 7:47am - 8:40am, DCA 1pm - 2:30pm
3/8 Layovers: CLT 10:15am - 11:05am, DFW 1:40pm - 2:20pm"
2/10/2017 9:56:06,Baseballdad2037,Toronto,Las Vegas,3/5/2017,3/8/2017,Plane,
1/31/2017 14:08:47,Kumquatery,Mississauga,Reykjavik,3/3/2017,3/9/2017,"Car, and willing to make stops along the way, Plane","Will have car while in Iceland, although will be staying relatively close to Reykjavik, likely going south as far as Vik. There will be relative flexibility for meeting up."
1/26/2017 18:44:18,VtNmRana,"Las Cruces, NM","Lewisburg, PA",3/5/2017,3/9/2017,Plane,I have layovers in Phoenix and Charlotte on the way out and Charlotte and DFW on the way back.
2/19/2017 21:52:02,Lawgeek07,"Minneapolis, MN","ORD, Oak Brook, IL, Springfield, IL, Milwaukee, WI",3/6/2017,3/9/2017,"Car, and willing to make stops along the way, Plane",
2/20/2017 10:38:32,prwhitehead.family@gmail.com,"PINEY RIVER, VA","Myrtle Beach, SC",3/7/2017,3/9/2017,"Car, and willing to make stops along the way",Willing to mule keys if needed.
2/19/2017 3:14:27,Charlieroar,Brisbane,Sydney,3/8/2017,3/9/2017,Plane,
3/9/2017 8:19:38,JcBeeez,"Houston, TX","Lafayette, LA",3/9/2017,3/9/2017,Plane,"Will be in Lafayette until this evening, can ferry stuff back to Houston if someone can meet up with me."
2/15/2017 16:44:58,MForMarlon,SFO,"Bangalore, India",2/25/2017,3/10/2017,Plane,"Going there for work, but can probably find time on certain nights and weekends to do shard things."
2/6/2017 20:57:32,AlabamaShag,Houston,"San Jose, CA",3/4/2017,3/10/2017,Plane,"Won't have a vehicle, but pretty open hours."
2/23/2017 10:22:07,WireMilitiaMan,"Milwaukee, WI","Reno NV, South Lake Tahoe CA",3/5/2017,3/10/2017,"Car, no stops but can meet up at my destination, Plane",
2/10/2017 9:57:03,Baseballdad2037,Toronto,Regina,3/10/2017,3/10/2017,Plane,
2/8/2017 14:19:45,ThePrevaricator,"Green Bay, WI, USA","Quito, Ecuador",3/6/2017,3/10/2017,Plane,Dates are approximate and will be governed by work project.
2/13/2017 19:37:55,PigNewtons,Chicago,"Scottsdale, AZ",3/6/2017,3/10/2017,Plane,
3/2/2017 17:49:53,AlphaNoGo,"San Jose, CA",Colorado Springs through DIA,3/7/2017,3/10/2017,Plane,Business trip.  Limited play time to evenings and limited mobility.
3/8/2017 10:02:04,EyeBarA,Houston,Mentone TX,3/9/2017,3/10/2017,"Car, no stops but can meet up at my destination",Currently in Corpus Christi TX headed out tomorrow morning.
2/6/2017 11:19:26,elainepnj,"Oaxaca, Mexico",New Jersey USA,1/31/2017,3/12/2017,Plane,
2/1/2017 14:52:50,lunartick,"Gettysburg, PA",Any within 200 miles,2/1/2017,3/31/2017,"Car, and willing to make stops along the way","I can travel from Monday morning around 7 AM until about 7 PM on Thursday , as that is my weekend. Available for anywhere within 200 mile radius of Gettysburg"
1/30/2017 23:16:56,bethtropolis,Milwaukee,"DIA-Denver, IAH-Houston, Galveston, San Antonio, Phoenix/Scottsdale",2/1/2017,6/1/2017,"Car, no stops but can meet up at my destination, Plane","No MKE return date. 
Once I land down in Houston, because I'll be riding in a vehicle with non-players, I'll only be able to work out exchanges in the destination cities.
Wed 2/1: DIA-Denver, 2hr layover @7:45-9:25am local time, IAH-Houston 12:30pm local time, drive to Galveston Wed until Fri.
Fri 2/3: San Antonio, drive back to Houston.
Sat-Sun 2/4-5: Tomball, TX & Houston.
Might go to Katy, TX but that's not very certain right now.
Then within the first 2 weeks of Feb, traveling to PHX/Scottsdale (not sure if driving or flying yet)
"
1/31/2017 5:50:08,MagpieMind,"Budapest, Hungary","Worcester, MA",2/2/2017,12/30/2017,Plane,"One way trip, no return to Budapest."
2/3/2017 10:53:48,Tsildar,Evansville,Any direction within two hours.,2/3/2017,3/31/2017,"Car, and willing to make stops along the way","I can travel about two hours or so in any direction from Evansville, IN most days except Mon day mornings. My return date is irrelevant I just picked something distant."
2/8/2017 21:30:49,BritChick,Pittsburgh,Savannah,2/10/2017,3/12/2017,"Car, and willing to make stops along the way",
1/31/2017 11:47:17,JustFrameup,MIlwaukee,"Galveston, TX",2/12/2017,2/18/2018,Plane,
2/4/2017 23:34:16,SirVatBoom,"Portland, OR","Ogden, UT Nebraska, Chicago, IL Pittsburgh, PA Wilmington, DE",2/13/2017,1/2/2084,"Car, and willing to make stops along the way","Could use a place to stay in Ogden, NE, and Pittsburgh"
2/14/2017 23:16:45,Gadule,St. Paul,Midwest area,2/14/2017,3/31/2017,"Car, and willing to make stops along the way",I have keys from the Kenai area as well as a key to the target portal in Anchorage. I travel for work around the midwest in general. Couple keys from everywhere
2/3/2017 21:03:00,Ospurt,"Midland, TX","Abilene, TX.  Dallas, TX,  Austin, TX,  San Antonio, TX",2/21/2017,3/14/2017,"Car, and willing to make stops along the way",Immake this circuit somewhat frequently.  Schedule is not set in stone.
1/30/2017 23:26:04,504superbowl,Vancouver,"New Orleans, Toronto, Havana, Toronto, Vancouver",2/21/2017,3/19/2017,Plane,"Short layovers, WiFi only in Cuba"
2/22/2017 16:58:40,1brad,"Nashville, tn",0,2/22/2017,3/12/2017,"Plane, Bus",Traveling by private tour bus and airlines.  Oneven return trip back to Nashville in this time period.   Connections tbd.   possibly LAX OR DFW
2/2/2017 15:06:04,muddashipbw,Oklahoma City,"Silverdale Wa, Vancouver BC CAN, Olympia WA, Anacortes WA",2/24/2017,3/12/2017,"Car, and willing to make stops along the way, Car, no stops but can meet up at my destination, Plane",Bro-in-law also going to Canada with me
1/30/2017 23:18:11,Jookwarrior,Oakland,Atlanta,2/27/2017,3/11/2017,Plane,"Will primarily be in downtown Atlanta, but might take a side trip towards the end of the stay."
1/31/2017 13:49:41,MrEskiMU,Victoria,"Calgary (layover), Italy",2/27/2017,3/18/2017,"Plane, In Italy for 3 weeks, variety of transport","Going backpacking in Italy, layovers in Calgary both ways on Feb 27 and March 18, max 4 hrs at airport."
2/2/2017 10:36:52,Teslatoss,Ottawa,Dublin and Cork (Ireland),2/28/2017,3/11/2017,Plane,
2/2/2017 10:36:52,"Kraykrae, emperorjon","Ottawa, Canada","Madrid, Spain",3/1/2017,3/12/2017,Plane,We will not have a car. Someone will have to come to us. Must be at beginning of trip as we'll want to play and can't if our inventory is full.
2/9/2017 22:54:51,OneAngryBaby,Los Angeles (LAX),"Sydney, Australia",3/1/2017,3/14/2017,Plane,I will be traveling with agent @EatRight
2/9/2017 22:54:57,EatRight,Los Angeles (LAX),"Sydney, Australia",3/1/2017,3/14/2017,Plane,I will be traveling with agent @OneAngryBaby
2/9/2017 23:36:06,Forte,"Charlotte, NC","Newark, NJ",3/1/2017,3/14/2017,"Car, no stops but can meet up at my destination","This is not me making this trip, this is my roommate making this trip, but I got him to say maybe to helping me out with key transporting."
2/5/2017 12:50:41,JRDobbs,"Washington, DC","San Diego, Ca",3/1/2017,3/15/2017,Plane,"I will be on the jococruise.com 3/4 to 3/11, it is going into Mexico."
2/2/2017 19:10:00,Bwarned,Seattle,Greenwater WA; San Diego CA,3/2/2017,3/12/2017,Plane,"We will be on vacation but have a baby, so all day is a lot easier than overnight"
2/2/2017 11:02:22,Frogggee,rochester,Honolulu,3/2/2017,3/22/2017,Plane,Connection in Atlanta morning of  3/2
2/12/2017 7:58:39,fatboyhasher,NYC - JFK Airport,"Frankfurt, Germany",3/3/2017,3/12/2017,"Plane, Train","We will be going all around Germany and the Czech Republic, if that helps ... no car though"
1/31/2017 11:43:39,SiewZhuai,Boston,"San Diego & Baja California, Mexico",3/4/2017,3/11/2017,"Plane, cruise ship","In Cabo San Lucas 3/6, in Loreto 3/7-3/8.   No car and no local knowledge.  ZhuCaiWen and other Boston ENL along."
2/5/2017 20:39:50,xhoxoxolate,Sydney,San Francisco,3/4/2017,3/11/2017,Plane,Transiting via LAX. Based in Danville near SFO.
2/9/2017 23:32:06,Forte,"Peru, Indiana","Charlotte, NC",3/4/2017,3/11/2017,"Car, no stops but can meet up at my destination","This isn't actually me making the trip, it will be a friend. She doesn't actively play or care about ingress, but she does have an account, and will be willing to transport keys for me on request."
2/5/2017 11:08:46,IEatMyYoung,San Francisco,Island of Hawaii (Big Island),3/4/2017,3/12/2017,"Car, and willing to make stops along the way, Plane","flying into KOA, staying in Pāhoa which is sort of near Hilo. I will be independently mobile and can meet up with local agents to ferry keys to/from.  Please contact me several days in advance of my departure if you need me to bring anything there so I can clear space.  My phone number (in my Slack profile or 415-505-5262) can be given to trusted local contacts as it will be a more convenient and reliable method of contact while I am there than TG/Slack.  Hope this helps!"
2/23/2017 20:07:52,duland21,Atlanta,"Grand Turks, San Juan, St. Kitts, St. Martins",3/4/2017,3/12/2017,cruise,Planning on getting keys to the lighthouse at the Grand Turks
2/27/2017 23:40:04,SomeDrunk,Seattle,San Diego,3/4/2017,3/12/2017,Plane,
2/18/2017 8:25:21,Rubiel,"Colora, MD","Evanston, il",3/4/2017,3/18/2017,Plane,
2/10/2017 6:31:33,bbshopbass,"Mesa, AZ","St Cloud, MN",3/5/2017,3/11/2017,Plane,"I will also be traveling between Minneapolis/St Paul and Alexandria, MN that week"
2/7/2017 17:19:22,8oo,LONDON,"Philadelphia, PA, USA",3/5/2017,3/17/2017,Plane,Business trip. Will have a car so will be a bit mobile after hrs.
2/14/2017 19:41:11,Queen of Denial,"Tigard, Oregon,  US","Sun Valley, Idaho, US",3/6/2017,3/11/2017,"Car, and willing to make stops along the way","Non player car, but I can convince her to stop for short periods and close to route. Skiing while in Idaho."
1/30/2017 21:20:01,Thrakazog,San Francisco,"NYC, ZRH",3/6/2017,3/18/2017,Plane,"NYC 3/6-3/10 zrh 3/12-3/18,   tickets not yet bought but 80% certain will occur"
2/1/2017 16:12:00,Lightraider,"Greer, sc",Stafford va,3/7/2017,3/12/2017,"Car, and willing to make stops along the way",
1/30/2017 21:50:57,Kimina,"Portland, OR","Denver, CO",3/8/2017,3/12/2017,Plane,Exchange preferred on the 12th due to the circumstances of the trip
1/30/2017 23:05:54,FlatMark,San Francisco Bay Area,"Tacoma, WA",3/8/2017,3/12/2017,Plane,At youth robotics event.  Making multiple trips to different locations  through end of April
1/31/2017 5:15:02,aBricklinFan,Cleveland,"Sacramento, Glen Ellen & San Francisco, CA",3/8/2017,3/14/2017,"Car, and willing to make stops along the way, Plane",Driving from Sacramento Airport to Glen Ellen 3/8. 3/11 heading to San Francisco to drop off car at SFO. Public transportation until we leave 3/14.
2/11/2017 13:27:00,Nevele,Brisbane,"Auckland, Los Angeles, Phoenix, Tucson",3/8/2017,3/23/2017,Plane,
2/6/2017 11:07:13,fionawolfgang,"Hamden, CT",Washington DC,3/9/2017,3/12/2017,"Car, and willing to make stops along the way",Will be running a 1/2 marathon on 3/11
1/31/2017 9:25:44,sinamen,Las Vegas,NASCAR race-Las Vegas,3/9/2017,3/13/2017,"Car, no stops but can meet up at my destination",People from all over the world come to this NASCAR race. I'll be staying in RV at the track.
2/3/2017 10:13:36,CCTgirl,Washington DC/ Alx,"Boston, MA",3/9/2017,3/14/2017,Plane,
2/24/2017 6:50:03,beinuppity,Moodus CT,Bealeton VA,3/10/2017,3/12/2017,"Car, and willing to make stops along the way",
2/2/2017 12:29:43,kakistocrat,London,Peak District (YHA Langdale),3/10/2017,3/13/2017,"Train, Unsure yet. Probably train or coach.",
3/4/2017 22:03:11,LadyCoog,Pearland TX,Surfside TX,3/10/2017,3/14/2017,"Car, and willing to make stops along the way","Spring Break trip with my family, but will be along Texas gulf coast and can likely run to Galveston if needed for blockers, etc."
2/1/2017 12:28:17,888jose888,sjc,Panama,3/10/2017,3/17/2017,Plane,
2/12/2017 17:46:34,ManShapedBox,"Chico, CA","Edmonton, AB",3/10/2017,3/20/2017,Plane,
2/13/2017 22:34:16,CoachDonnySykes,Tracy,Napa,3/11/2017,3/11/2017,"Car, no stops but can meet up at my destination",
2/10/2017 13:40:08,scribblegrl,SFO,SAN,3/11/2017,3/12/2017,Plane,"It's an over-scheduled trip, but I can drop keys or pick up keys if someone comes to me. I also have a friend in San Diego with an enl account she doesn't play with, so might be able to have her mule keys if need be..."
3/2/2017 21:27:05,AbsintheMlNDED,"Phoenix, AZ","Denver, CO",3/11/2017,3/13/2017,Plane,I will be unavailable to meet up with anyone on 03/13/17 but can meet with someone if needed on 3/12/17
2/1/2017 11:31:32,WintersMidnight,"Toronto, ON Canada","Liberia, Cost Rica",3/11/2017,3/17/2017,Plane,
2/6/2017 18:18:48,kdboiler,Detroit,Denver,3/11/2017,3/18/2017,Plane,
2/7/2017 19:03:54,Maesteromni,Menlo Park,"Girdwood, Alaska",3/11/2017,3/20/2017,Plane,Staying at Aleyska resort for the week. Will have rented car and snowgear.
3/3/2017 7:14:31,JWFaulk,Houston,Washington DC,3/12/2017,3/15/2017,Plane,I will not have a car.
3/10/2017 12:27:20,NolaCircuit,"Denver, CO","Santa Fe, NM",3/12/2017,3/15/2017,"Car, and willing to make stops along the way",I will have evenings free for meetups or hacking excursions. ~4pm to 11pm
3/10/2017 10:32:49,JenTil,Boulder,San Diego,3/12/2017,3/16/2017,Plane,
1/31/2017 6:37:14,SnowRidge,Little Rock,Baltimore,3/12/2017,3/17/2017,Plane,
2/6/2017 9:14:10,angelinflames,Bogota,Houston,3/12/2017,3/17/2017,Plane,3 hr layover in Mexico City arriving on flight AM709 in the first trip; 10 hour layover in Mexico City in the return trip arriving on flight AM473
2/15/2017 10:56:57,Hexamon,"Barrie, ON, Canada","Grand Rapids, MI",3/12/2017,3/17/2017,"Car, and willing to make stops along the way",Also stopping in Windsor & Detroit
2/28/2017 23:27:45,austinspace,Redwood City,"Vancouver, BC, Canada",3/12/2017,3/17/2017,Plane,"Work, full week of standards meeting, good for any key mule'ing"
3/10/2017 19:35:45,MaverickMonk,Houston-Baytown,"Dallas, Oklahoma City & maybe Amarillo",3/12/2017,3/17/2017,"Car, no stops but can meet up at my destination",Traveling with family so can't spend a lot of time but willing to transport gear or keys.
3/9/2017 7:57:22,Orange442,"Houston, TX","Lawrenceburg, TN",3/12/2017,3/18/2017,"Car, and willing to make stops along the way",Camping at David Crockett State Park
2/27/2017 17:55:15,TallVanillaChai,Seattle,Maui,3/12/2017,3/25/2017,Plane,"Happy to mule keys either direction, but will not have a lot of time for farming while there."
2/19/2017 21:53:16,Lawgeek07,"Minneapolis, Mn","Ottumwa, IA, Des Moines, IA",3/13/2017,3/15/2017,"Car, and willing to make stops along the way",
3/6/2017 9:27:20,RedBeard44,Phoenix,Las Vegas,3/13/2017,3/15/2017,"Car, and willing to make stops along the way","With family, so no extended things, but could make short stops/meet ups"
2/7/2017 0:22:32,ANQETB,London,Moscow,3/13/2017,3/16/2017,Plane,
2/4/2017 23:14:38,CanadianBurger,Toronto,"Waukesha, WI (via Milwaukee)",3/13/2017,3/17/2017,Plane,
2/6/2017 20:42:42,EmeraldPirate,"Leander, TX","Sugar Land, TX, then Hot Springs, AR",3/13/2017,3/18/2017,"Car, and willing to make stops along the way","I'll have kids, so my play time is limited, but I can definitely mule keys"
2/4/2017 14:08:52,Masterchefn,Philadelphia,Puerto Rico,3/13/2017,3/19/2017,Plane,
2/15/2017 17:29:12,creperum,"Raleigh, NC","Albuquerque, NM",3/14/2017,3/29/2017,Plane,"I will be attending Mission Day in Albuquerque on 3/18. Additionally, I am frequently in Raleigh, NC and Richmond, VA...but live in Washington, NC. I travel btwn Lima-06, 07, 08 and 09 at least once or twice a week."
1/30/2017 23:07:31,FlatMark,San Francisco Bay Area,"Ventura, CA",3/15/2017,3/18/2017,"Car, no stops but can meet up at my destination",At youth robotics event.  Making multiple trips to different locations  through end of April
2/4/2017 16:40:35,mazzpuppy,"San Jose, CA","Lahaina, HI",3/16/2017,3/18/2017,"Car, no stops but can meet up at my destination","Will be traveling with non-ingressers, so may be hard for me to coordinate if my support is needed. Will be staying at the Hyatt Regency and will be without car."
2/1/2017 14:16:46,@WickedButterfly,Phoenix,"Flagstaff, 4 corners, Farmington NM, Albequerque NM",3/16/2017,3/19/2017,"Car, and willing to make stops along the way",Agent @azraindowcat and I are heading out at 5am on the 16th to head to mission day in abq. Taking the route up to the 4 corners and then down. Coming back through Payson.
2/7/2017 20:40:28,parttimehermit,"Wichita, KS","Tulsa, OK;Oklahoma City, OK;Albuquerque, NM",3/16/2017,3/19/2017,"Car, and willing to make stops along the way",Mission Day!!
1/30/2017 23:08:57,Morganza,SJC,ABQ,3/16/2017,3/20/2017,Plane,Mission Day -- presumably a lot of travellers will be there. Flights are on SouthWest and may change.
2/6/2017 22:24:12,westfellow,"New York, NY","Albuquerque, NM",3/16/2017,3/20/2017,Plane,Attending Albuquerque Mission Day
2/10/2017 16:27:10,MisterBimble,Denver,Albuquerque,3/16/2017,3/20/2017,Plane,
2/21/2017 5:12:38,PurpleBreeze822,Denver,Albuquerque,3/16/2017,3/20/2017,Plane,
3/13/2017 6:47:13,chaunceyb,"Hartford, CT","Albuquerque, NM",3/16/2017,3/19/2017,Plane,"I will have a rental car in New Mexico, so I can drive about an hour or two to meet someone"
3/13/2017 6:54:55,bonzork,"Hartford, CT","Albuquerque, NM",3/16/2017,3/19/2017,Plane,Going to mission day
3/13/2017 22:21:17,spaz,"San Jose, CA","Pismo Beach, CA",3/16/2017,3/19/2017,"Car, and willing to make stops along the way",
2/19/2017 21:54:25,lawgeek07,"Minneapolis, MN","Chicago, IL",3/17/2017,3/17/2017,Plane,
1/30/2017 20:44:54,Anewbwithbewbz,Tempe,ABQ,3/17/2017,3/19/2017,"Car, and willing to make stops along the way",I am traveling with 3 other agents
1/30/2017 21:44:55,MeadLady,Glendale,Albuquerque,3/17/2017,3/19/2017,"Car, and willing to make stops along the way, Car, no stops but can meet up at my destination",
1/30/2017 22:24:14,DaneyDane,"Phoenix,  AZ","Albuquerque,  New Mexico",3/17/2017,3/19/2017,"Car, and willing to make stops along the way",Sanktv will be traveling with me and he's willing to hold some keys as well.
2/1/2017 8:43:09,DisasterPyrite,Chicago,Nashville,3/17/2017,3/19/2017,Plane,
2/1/2017 10:35:22,migsrumble,"Gilbert, AZ","Albuquerque, NM",3/17/2017,3/19/2017,"Car, and willing to make stops along the way",Will be traveling to Albuquerque with DaneyDane and SanktV if L7 portals are needed
2/11/2017 9:36:11,wartmong,Chicago,Albuquerque NM,3/17/2017,3/19/2017,Plane,There for MD
2/27/2017 19:18:05,BunnyPrime,"Seattle, WA","Albuquerque, NM",3/17/2017,3/19/2017,"Plane, Will have rental car in Albuquerque",Going to Mission Day in Albuquerque on March 18th
3/8/2017 10:35:19,NotoriousJWC,"Solomons, MD","Bellefonte,  PA",3/17/2017,3/19/2017,"Car, and willing to make stops along the way, will be working on 18th unable to leave my location,  but can have visitors",You like yarn? I have yarn.
1/30/2017 23:04:36,Violetscout,Phoenix,Seattle,3/17/2017,3/25/2017,Plane,"I will be in Seattle the night of 3/17 leaving 3/18, I will be back 3/24 and all day 3/25"
